000001010016C02AB  111*
074811010011A11AA  121 
074812010010B03AE  121 
074813010019B03AE  121 
074814010018B03AA  121 
074815010017B03AE  121 
074816010016A11AA  121 
074817010015A11AA  121 
074817010015A11AB  121 
074817010015A11EB  121 
074817010015A11JB  132 
074817010015B03AA  121 
074817010015B03AE  121 
074818010014A11AA  121 
074819010013A08A   121 
074820010010B03AE  121 
074821010019B03AE  121 
074822010018B03AE  121 
074823010017B03AE  121 
074824010016A11AA  121 
074825010015A11AA  121 
074826010014A11AA  121 
074826010014A11JB  121 
074826010014B03AA  121 
074826010014B03AE  121 
074827010013A11JC  121 
074828010012A11AA  121 
074829010011A11BA  121 
074830010018A11JC  121 
074831010017A11JC  121 
074832010016L01BC  121 
074833010015L01BC  121 
074834010014V90    121 
074835010013V03AX  121 
074836010012A13A   121 
074837010011B03BB  121 
074838010010B05X   121 
074839010019B03AE  121 
074840010016A11AA  121 
074841010015A11JC  121 
074842010014B03AE  121 
074843010013A11AA  121 
074844010012B03AE  121 
074845010011B03AE  121 
074846010010A11AA  121 
074846010010B03AE  121 
074847010019A11AB  121 
074848010018A11EC  121 
074849010017C01EX  121 
074850010013A11JB  121 
074851010012A11JC  121 
074852010011A11JB  121 
074853010010A11AA  121 
074854010019A11AA  121 
074854010019A11JB  121 
074854010019A11JC  121 
074855010018A11EA  121 
074856010017A11EA  121 
074857010016A11EA  121 
074858010015B03BA  121 
074859010014A11JA  121 
074860010011A11JA  121 
074861010010A11JA  121 
074862010019A11BA  121 
074863010018B03AE  121 
074864010017B03AB  121 
074865010016B03BA  121 
074866010015A11AB  121 
074866010015A11EB  121 
074866010015A11EX  121 
074866010015A11JA  121 
074867010014A13A   121 
074869010012A11JA  121 
074870010019A11JA  121 
074871010018N07X   121 
074872010017A13A   121 
074874010015V06DX  121 
074875010014V20    121 
074876010013A11AA  121 
074878010011A11JC  121 
074879010010V03AX  121 
074880010017V03AX  121 
074881010016V90    121 
074882010015V90    121 
074883010014V03AX  121 
074884010013V03AX  121 
074886010011G03BA  121 
074887010010A11AB  121 
074887010010A11JC  142 
074888010019A11AA  121 
074888010019A11JC  121 
074888010019V03AX  121 
074889010018C10AX  121 
074892010013V03AX  121 
074892010013V91    141 
074893010012M01AX  121 
074894010011A11JC  121 
074895010010A07CA  121 
074896010019A11JC  121 
074897010018A11AA  121 
074898010017G01AD  121 
074900010013N05CX  121 
074901010012D08AE  121 
074902010011M09AX  121 
074903010010N06BX  121 
074904010019A13A   121 
074905010018V90    121 
074906010017C01EX  121 
074906010017V03AX  121 
074907010016G04B   121 
074908010015A12CC  121 
074909010014V90    121 
074910010011G04    121 
074911010010N03AA  121 
074911010010N05CB  121 
074912010019A11JC  121 
074913010018V03AX  121 
074914010017A05AA  121 
074914010017V03AX  121 
074915010016N02BE  121 
074916010015N05CB  121 
074917010014R02AA  121 
074918010013R05FA  121 
074919010012R05    121 
074920010019C04AD  121 
074921010018R05FB  121 
074922010017A03AX  121 
074923010016A11DA  121 
074924010015V01AA  121 
074925010014V90    121 
074926010013N05CX  121 
074929010010A11JC  121 
074929010010V03A   121 
074929010010V06DX  121 
074930010017A16AX  121 
074931010016D11AX  121 
074932010015A11JC  121 
074932010015M02AX  121 
074932010015V03A   121 
074933010014V90    121 
074935010012A11HA  121 
074937010010V90    121 
074940010015V03AX  121 
074941010014A13A   121 
074942010013M02AC  121 
074943010012A02BX  121 
074943010012A12AX  121 
074943010012C01EX  121 
074943010012D03    121 
074943010012D11AF  121 
074943010012G02    121 
074943010012M01A   121 
074943010012N02CX  121 
074943010012N05CX  121 
074943010012R02A   121 
074943010012R05X   121 
074943010012V03AX  121 
074943010012V06A   121 
074943010012V91    141 
074944010011V03AX  121 
074944010011V91    141 
074945010010V03AX  121 
074946010019S02CA  121 
074947010018J06B   121 
074948010017M01AB  121 
074949010016V03AX  121 
074950010012B03AE  121 
074951010011A12CX  121 
074952010010A11AA  121 
074953010019A11JB  121 
074954010018A11AA  121 
074955010017A11E   121 
074956010016A11AA  121 
074956010016A11JB  132 
074956010016B03AE  121 
074957010015J04A   121 
074958010014J04AC  121 
074960010010A07FA  121 
074961010019A07FA  121 
074962010018A03    121 
074963010017A07FA  121 
074964010016A07FA  121 
074965010015A07FA  121 
074966010014A11E   121 
074967010013A11JC  121 
074968010012N02BB  121 
074969010011B05BA  121 
074970010018V03AX  121 
074971010017B05BA  121 
074973010015V06D   121 
074974010014A11DB  121 
074975010013A11AB  121 
074975010013A11JC  121 
074976010012A11AA  121 
074976010012A11JC  121 
074977010011A11JC  121 
074978010010A11JB  121 
074979010019A13A   121 
074980010016R05CA  121 
074981010015A11JB  121 
074982010014C04AC  121 
074982010014C04AD  121 
074983010013A11AA  121 
074984010012A11EC  121 
074985010011B05BA  121 
074986010010V06C   121 
074987010019A12CX  121 
074987010019B02BC  151 
074987010019B05X   121 
074987010019V91    141 
074988010018A11JB  121 
074989010017A11AA  121 
074990010014A11JB  121 
074991010013A11JC  121 
074992010012V06DX  121 
074993010011A11AA  121 
074994010010A11AA  121 
074995010019A11EC  121 
074996010018A11AA  121 
074996010018A11AB  121 
074996010018A11EC  121 
074996010018A11EX  121 
074996010018A11JB  121 
074996010018A11JC  121 
074996010018A12CX  121 
074996010018A13    121 
074996010018B03AE  121 
074996010018B05BB  153 
074996010018B05XC  121 
074996010018S01X   121 
074996010018V06D   121 
074997010017L03A   121 
074998010016B05BA  132 
074998010016V06    121 
074999010015V06D   121 
075000010019A11DB  121 
075001010018A11JC  121 
075002010017A11JC  121 
075003010016V03AX  121 
075004010015C01CA  121 
075005010014A11JC  121 
075006010013A11EX  121 
075007010012N02AB  121 
075008010011C10AX  121 
075009010010C10AX  121 
075010010017A16    121 
075011010016A07FA  121 
075011010016A16AX  121 
075012010015A11EA  121 
075012010015N01BA  121 
075013010014N07XX  121 
075013010014V06B   121 
075014010013R01B   121 
075015010012A11DB  121 
075016010011A11DB  121 
075017010010A11JA  121 
075018010019A11DB  121 
075019010018A11DB  121 
075020010015A11JA  121 
075021010014A11JA  121 
075022010013A11JC  121 
075023010012A11CB  121 
075023010012D11AX  121 
075024010011D02AC  121 
075025010010A11CB  121 
075025010010D02AB  121 
075026010019A11JC  121 
075027010018A11A   121 
075028010017A03AX  152 
075028010017D02AA  121 
075029010016A01AA  122 
075029010016A11JB  121 
075031010012A12CE  121 
075032010011A07FA  121 
075033010010A11JA  121 
075034010019A11JA  121 
075035010018A11HA  121 
075036010017A11DA  121 
075036010017A11DB  121 
075036010017A11EA  121 
075036010017A11HA  121 
075036010017A11JA  133 
075036010017B03BA  121 
075036010017B03BB  121 
075037010016A11EC  121 
075038010015B03BA  121 
075039010014A11CC  121 
075040010011B02BA  121 
075041010010A11BA  121 
075041010010A11JA  121 
075041010010B05XC  121 
075042010019S01X   121 
075043010018A11JC  121 
075044010017A11JB  121 
075045010016A11JB  121 
075046010015R05C   121 
075047010014R05C   121 
075048010013R03D   121 
075049010012R05CB  121 
075050010018R05C   121 
075051010017B02BX  121 
075052010016B02BX  121 
075053010015R05CB  121 
075055010013M02AA  121 
075056010012M02AA  121 
075057010011R03D   121 
075058010010M02AA  121 
075059010019R03DA  121 
075060010016R05C   121 
075061010015R05CA  121 
075062010014R05C   121 
075063010013R05C   121 
075064010012A03CA  121 
075065010011A07BC  121 
075065020010A07BC  121 
075066010010V90    121 
075067010019R05CB  121 
075069010017R05CB  121 
075070010014A06AD  121*
075070010014A12CC  121*
075070010014B05BB  121 
075070010014B05XA  121*
075070010014C02KX  121 
075070010014D11AX  121*
075070010014N03AX  121 
075070010014V04CC  121*
075070020013A06AD  124 
075070020013B05XA  122 
075070030012A06AD  142 
075070030012A12CC  142 
075070030012B05XA  142 
075070030012D11AX  142 
075070030012V04CC  142 
075071010013A03AD  121 
075072010012R05X   121 
075073010011A05BA  121 
075074010010R05C   121 
075076010018R05C   121 
075077010017R05CB  121 
075078010016R05C   121 
075080010012A07CA  121 
075081010011A07CA  121 
075083010019R03D   121 
075084010018M02AA  121 
075085010017M02AA  121 
075086010016M02AA  121 
075087010015A10BD  121*
075088010014N02BE  121 
075089010013N02BE  121 
075090010010R05DA  121 
075091010019R05FA  121 
075092010018N02BE  121 
075093010017R05FA  121 
075094010016N02BE  121 
075095010015R05FA  121 
075096010014N02BE  121 
075097010013M02AA  121 
075098010012M02AA  121 
075099010011M02AX  121 
075100010018J01FA  121 
075102010016R03D   121 
075103010015D04AB  121 
075104010014J01FA  121 
075106010012R05DA  121 
075107010011G03F   121 
075108010010R05    121 
075109010019R05CB  121 
075110010016R05DA  121 
075111010015S01CA  121 
075112010014A12AX  121 
075113010013B05BA  121 
075114010012R05DA  121 
075116010010R05D   121 
075117010019R06AX  121 
075119010017R05DA  121 
075121010013N02BA  121 
075122010012L01BC  121 
075123010011C02LA  121 
075124010010S01X   121 
075125010019A12CX  121 
075126010018J01XX  121 
075127010017A10BD  121 
075130010012A12BA  121 
075131010011R05CB  121 
075132010010R05D   121 
075133010019R01BA  121 
075134010018A05BA  121 
075135010017A11EA  121 
075136010016R02AA  121 
075137010015A12CD  121 
075138010014A12AX  121 
075139010013B05BB  121 
075140010010S01XA  121 
075141010019B03AA  121 
075142010018R03CB  121 
075143010017R05DB  121 
075144010016N02BA  121 
075145010015C10AC  121 
075149010011J01AA  121 
075151010016B02BC  121 
075153010014R05FA  121 
075154010013R05FA  121 
075155010012R05FA  121 
075156010011L04A   121 
075156010011M01AX  121 
075157010010S02DC  121 
075158010019N06A   121 
075159010018M02AX  121 
075160010015M02AA  121 
075161010014M02AA  121 
075162010013M02AA  121 
075163010012R05C   121 
075164010011A02AX  121 
075165010010A07FA  121 
075166010019A07FA  121 
075167010018A02AH  121 
075168010017A02AX  121 
075169010016A02AX  121 
075173010010A11AA  121 
075175010018M02AA  121 
075176010017A11BA  121 
075177010016A04AD  121 
075179010014A09AA  141 
075180010011B05BA  121 
075181010010M02AA  121 
075182010019M02AA  121 
075183010018M02AA  121 
075184010017D07XA  121 
075186010015N05C   121 
075188010013V90    121 
075189010012V07AC  121 
075190010019M02AA  121 
075192010017A10BD  121 
075193010016R05FA  121 
075194010015R05FA  121 
075195010014N06    121 
075196010013B03AE  121 
075197010012R05X   121 
075198010011R05X   121 
075199010010R05X   121 
075200010017R05X   121 
075201010016D04AX  123 
075202010015R05FA  121 
075206010011N01BX  121 
075207010010D04AX  121 
075208010019N02BE  121 
075209010018D05AA  121 
075210010015N02BE  121 
075211010014D01AE  121 
075212010013A02AD  121 
075213010012N02BE  121 
075214010011L03AX  121 
075215010010R05DA  121 
075217010018R05DA  121 
075218010017N02BE  121 
075219010016D02AF  121 
075221010012R01BA  151 
075221010012R06AB  121 
075222010011N05CM  121 
075223010010R05DA  121 
075224010019N02AA  121 
075225010018A16AX  121*
075226010017A10BD  121*
075227010016D06BB  121*
075228010015D02AB  122 
075228010015D10AX  122 
075229010014A11E   122 
075230010011A11JB  122 
075231010010A11JB  122 
075232010019A11AA  122 
075233010018A11JA  122 
075234010017A11AA  122 
075235010016A11EX  122 
075236010015A11AA  122 
075237010014B01AC  122 
075238010013N02BE  122 
075239010012M01AX  122 
075240010019M01AE  122 
075241010018N02BE  122 
075242010017N02BE  122 
075243010016N02BE  122 
075244010015N02BE  122 
075245010014A11JC  122 
075248010011M01AX  122 
075249010010A07FA  122 
075251010015S01GA  122 
075252010014A11JB  122 
075253010013A11JC  122 
075254010012A11JA  122 
075255010011A11JC  122 
075256010010A11JB  122 
075257010019A11JC  122 
075258010018A11JB  122 
075259010017A07FA  122 
075260010014B03AE  122 
075261010013V90    131 
075262010012B05BB  122 
075262010012B05XA  134 
075263010011A04AD  122 
075265010019M01AX  122 
075266010018A11JC  122 
075267010017V03AX  122 
075268010016A11AB  122 
075269010015A11JC  122 
075270010012A07FA  122 
075271010011A11AA  122 
075273010019A07FA  122 
075274010018M01AX  122 
075275010017N06AX  122 
075275020016N06AX  134 
075276010016S01ED  122 
075277010015R06AB  122 
075278010014V90    122 
075279010013A11JB  122 
075280010010A07FA  133 
075281010019A09AA  122 
075284010016B05BA  122 
075285010015B05AA  122 
075286010014A11JC  122 
075287010013A07FA  122 
075288010012A07FA  122 
075290010018A07FA  122 
075291010017A07FA  122 
075292010016A07FA  122 
075294010014N05CH  122 
075296010012A11GB  122 
075302010014A07FA  122 
075303010013N05AX  122 
075304010012A11AA  122 
075305010011L01XX  122 
075305020010L01XX  143 
075307010019A11AA  122 
075308010018A11JB  122 
075311010013A11JC  122 
075313010011C10AX  122 
075315010019C10BX  122 
075316010018A01AD  122 
075316010018B02BC  122 
075316020017A01AD  122 
075316020017B02BC  122 
075317010017A03AC  122 
075317020016A03AC  122 
075318010016A03AB  122 
075318020015A03AB  122 
075320010012A11JB  122 
075321010011M01AX  122 
075324010018A07FA  122 
075326010016A12C   122 
075327010015V90    122 
075327020014V90    122 
075328010014R05D   122 
075328020013R05D   122 
075329010013A05BA  122 
075330010010B05XA  122 
075331010019M01AX  122 
075332010018B05XA  122 
075333010017S01GA  131 
075334010016A03AX  122 
075334020015A03AX  122 
075335010015V06DD  122 
075335020014V06DD  122 
075336010014A11JA  122 
075337010013A11JB  122 
075338010012M02AX  131 
075340010018J01CR  122 
075341010017N02BE  122 
075342010016D08AX  122 
075344010014G01A   122 
075345010013N07CA  131 
075346010012G02AB  122 
075346020011G02AB  122 
075347010011A11GB  131 
075348010010M01AC  122 
075350010015A07DA  122 
075350020014A07DA  122 
075351010014B01AC  122 
075352010013N06DX  122 
075352020012N06DX  134 
075353010012N06AX  122 
075353020011N06AX  134 
075354010011L01XC  122 
075355010010G03GA  122 
075356010019A16AX  122*
075357010018N02B   122 
075358010017D      122 
075358020016D      122 
075359010016V03AX  122 
075360010013R03    122 
075360020012R03    122 
075361010012R05X   122 
075361010012V91    141 
075362010011D07A   122 
075362020010D07A   122 
075363010010R01AC  122 
075363020019R01AC  122 
075364010019M01AX  122 
075365010018M01AX  122 
075366010017C05BB  122 
075367010016D02AX  122 
075370010011D03AX  122 
075371010010D04AX  122 
075372010019R05    122 
075373010018D02BA  122 
075374010017D05AA  122 
075375010016N06B   122 
075375020015N06B   122 
075376010015N02BG  122 
075377010014G03AC  122 
075378010013A01AB  122 
075379010012C01CA  122 
075379020011C01CA  122 
075381010018A10BD  122 
075382010017C09CA  122*
075382020016C09CA  122*
075383010016J04AM  122 
